,Store,Department,RMSE,Actual Average Weekly Sales,Accuracy,LM Used
1147,15,14,1246.85,10542.9,0.8817,lm-3
1148,15,16,3779.02,14531.57,0.7399,lm-1
1149,15,17,1098.95,10385.53,0.8942,lm-2
1150,15,18,888.95,2370.05,0.6249,lm-1
1151,15,19,214.86,1093.48,0.8035,lm-3
1152,15,20,473.2,4418.28,0.8929,lm-1
1153,15,21,275.33,2846.78,0.9033,lm-1
1154,15,22,1192.42,8145.34,0.8536,lm-3
1155,15,23,2095.17,19901.79,0.8947,lm-1
1156,15,24,950.61,4877.47,0.8051,lm-1
1157,15,25,941.42,7939.26,0.8814,lm-3
1158,15,26,867.02,4249.01,0.7959,lm-1
1159,15,27,262.24,1330.43,0.8029,lm-3
1160,15,28,92.8,508.97,0.8177,lm-1
1161,15,29,633.58,4231.09,0.8503,lm-1
1162,15,30,473.28,3122.54,0.8484,lm-1
1163,15,31,631.77,2411.81,0.7381,lm-1
1164,15,32,521.12,4325.06,0.8795,lm-2
1165,15,33,1205.35,4648.32,0.7407,lm-1
1166,15,34,1948.25,11924.72,0.8366,lm-1
1167,15,35,639.62,2082.02,0.6928,lm-1
1168,15,36,541.82,1006.96,0.4619,lm-1
1169,15,37,error,error,error,error
1170,15,38,6075.3,49608.05,0.8775,lm-1
1171,15,40,1405.75,30431.1,0.9538,lm-3
1172,15,41,774.55,1726.09,0.5513,lm-1
1173,15,42,442.02,3805.66,0.8839,lm-3
1174,15,44,510.92,3465.44,0.8526,lm-1
1175,15,45,error,error,error,error
1176,15,46,1195.17,11776.18,0.8985,lm-1
1177,15,47,error,error,error,error
1178,15,48,error,error,error,error
1179,15,49,1794.66,10140.4,0.823,lm-2
1180,15,51,error,error,error,error
1181,15,52,279.66,1340.79,0.7914,lm-1
1182,15,54,23.79,28.89,0.1766,lm-3
1183,15,55,1082.36,3850.04,0.7189,lm-1
1184,15,56,1029.89,2531.99,0.5932,lm-1
1185,15,58,462.12,691.88,0.3321,lm-2
1186,15,59,52.71,104.42,0.4952,lm-2
1187,15,60,57.29,108.42,0.4716,lm-1
1188,15,67,407.32,5080.12,0.9198,lm-3
1189,15,71,571.76,4104.68,0.8607,lm-3
1190,15,72,7635.23,31323.89,0.7562,lm-3
1191,15,74,1019.88,14047.48,0.9274,lm-1
1192,15,77,error,error,error,error
1193,15,78,error,error,error,error
1194,15,79,577.06,8020.75,0.9281,lm-3
1195,15,80,70.15,74.62,0.0599,lm-1
1196,15,81,346.21,4123.18,0.916,lm-1
1197,15,82,851.22,9969.98,0.9146,lm-2
1198,15,83,54.56,232.55,0.7654,lm-3
1199,15,85,647.09,2974.5,0.7825,lm-2
1200,15,87,982.48,10471.52,0.9062,lm-1
1201,15,90,209.77,5039.24,0.9584,lm-1
1202,15,91,222.88,3360.06,0.9337,lm-1
1203,15,92,845.07,18798.08,0.955,lm-1
1204,15,93,85.8,396.23,0.7835,lm-2
1205,15,94,212.68,42.35,-4.022,lm-3
1206,15,95,1761.82,28621.73,0.9384,lm-1
1207,15,96,887.47,4309.49,0.7941,lm-1
1208,15,97,274.59,1879.06,0.8539,lm-2
1209,15,98,224.88,435.65,0.4838,lm-1
1210,15,99,error,error,error,error
1211,15,39,error,error,error,error
1212,15,50,672.2,2462.34,0.727,lm-2
1213,15,43,error,error,error,error
1214,15,65,error,error,error,error
1215,16,1,1332.18,9495.38,0.8597,lm-3
1216,16,2,2982.91,23622.72,0.8737,lm-1
1217,16,3,1697.35,7938.48,0.7862,lm-3
1218,16,4,1548.4,15398.26,0.8994,lm-1
1219,16,5,1994.76,11225.82,0.8223,lm-1
1220,16,6,1257.92,4633.14,0.7285,lm-3
1221,16,7,1060.81,9780.94,0.8915,lm-1
1222,16,8,809.49,14048.44,0.9424,lm-1
1223,16,9,9765.93,44797.09,0.782,lm-1
1224,16,10,1576.37,12770.41,0.8766,lm-1
1225,16,11,3484.81,13872.37,0.7488,lm-1
1226,16,12,340.24,4918.3,0.9308,lm-2
1227,16,13,1267.56,16157.18,0.9215,lm-3
1228,16,14,1330.61,7986.33,0.8334,lm-1
1229,16,16,4152.54,9386.96,0.5576,lm-1
1230,16,17,778.75,7825.87,0.9005,lm-1
1231,16,18,445.08,2743.26,0.8378,lm-2
1232,16,19,397.42,1481.27,0.7317,lm-1
1233,16,20,544.02,3852.73,0.8588,lm-1
1234,16,21,652.42,3276.95,0.8009,lm-1
1235,16,22,1240.88,7192.19,0.8275,lm-2
1236,16,23,1183.49,12134.49,0.9025,lm-1
1237,16,24,575.13,2176.34,0.7357,lm-1
1238,16,25,699.16,5252.16,0.8669,lm-3
1239,16,26,372.13,1764.77,0.7891,lm-1
1240,16,27,92.69,812.79,0.886,lm-1
1241,16,28,60.94,199.79,0.695,lm-2
1242,16,29,310.1,1564.32,0.8018,lm-1
1243,16,30,226.79,1448.35,0.8434,lm-1
1244,16,31,370.98,984.12,0.623,lm-1
1245,16,32,742.86,4223.14,0.8241,lm-1
1246,16,33,379.7,2277.22,0.8333,lm-1
1247,16,34,1380.02,5221.37,0.7357,lm-1
1248,16,35,122.69,138.07,0.1114,lm-3
1249,16,36,337.51,1161.27,0.7094,lm-1
1250,16,37,error,error,error,error
1251,16,38,8936.29,47612.38,0.8123,lm-3
1252,16,40,2267.48,30892.12,0.9266,lm-3
1253,16,41,492.74,1348.75,0.6347,lm-1
1254,16,42,372.19,4213.26,0.9117,lm-1
1255,16,44,599.34,4363.49,0.8626,lm-2
1256,16,45,11.16,16.49,0.3232,lm-3
1257,16,46,2580.8,13161.85,0.8039,lm-3
1258,16,47,519.04,-12.5,42.5231,lm-3
1259,16,48,742.18,697.93,-0.0634,lm-3
1260,16,49,26.32,36.12,0.2713,lm-3
1261,16,51,22.66,1.98,-10.4432,lm-1
1262,16,52,304.97,1427.61,0.7864,lm-3
1263,16,54,25.75,25.46,-0.0111,lm-1
1264,16,55,1199.73,4704.98,0.745,lm-1
1265,16,56,3276.13,3850.68,0.1492,lm-1
1266,16,58,1299.38,1000.0,-0.2994,lm-2
1267,16,59,29.07,11.57,-1.5126,lm-2
1268,16,60,51.24,106.11,0.5171,lm-3
1269,16,67,346.38,3153.12,0.8901,lm-1
1270,16,71,490.08,2495.05,0.8036,lm-1
1271,16,72,3796.04,29217.93,0.8701,lm-1
1272,16,74,1099.74,10347.43,0.8937,lm-2
1273,16,77,error,error,error,error
1274,16,78,error,error,error,error
1275,16,79,586.87,5357.24,0.8905,lm-3
1276,16,80,114.57,666.15,0.828,lm-1
1277,16,81,376.72,4125.31,0.9087,lm-1
1278,16,82,669.15,9398.98,0.9288,lm-3
1279,16,83,6945.96,213.79,-31.4889,lm-1
1280,16,85,762.17,2061.51,0.6303,lm-3
1281,16,87,1644.74,12279.39,0.8661,lm-1
1282,16,90,1490.57,8618.98,0.8271,lm-1
1283,16,91,1520.21,6195.08,0.7546,lm-1
1284,16,92,2377.22,25007.62,0.9049,lm-1
1285,16,93,2973.62,1003.41,-1.9635,lm-3
1286,16,94,601.87,1004.71,0.401,lm-1
1287,16,95,2388.36,34054.79,0.9299,lm-1
1288,16,96,97.98,172.45,0.4318,lm-1
1289,16,97,371.6,2927.04,0.873,lm-1
1290,16,98,44.99,45.15,0.0037,lm-3
1291,16,99,error,error,error,error
1292,16,39,error,error,error,error
1293,16,50,error,error,error,error
1294,16,43,error,error,error,error
1295,16,65,error,error,error,error
1296,17,1,3369.17,21823.35,0.8456,lm-3
1297,17,2,1807.23,44544.69,0.9594,lm-3
1298,17,3,3468.1,25040.71,0.8615,lm-3
1299,17,4,1259.11,27018.75,0.9534,lm-3
1300,17,5,7941.46,21674.08,0.6336,lm-1
1301,17,6,1588.61,4980.1,0.681,lm-3
1302,17,7,1463.08,17672.75,0.9172,lm-2
1303,17,8,1314.24,20795.28,0.9368,lm-2
1304,17,9,4317.04,35947.52,0.8799,lm-2
1305,17,10,1246.34,15835.46,0.9213,lm-1
1306,17,11,3499.03,16915.5,0.7931,lm-1
1307,17,12,920.17,9437.36,0.9025,lm-3
1308,17,13,1874.04,27208.27,0.9311,lm-2
1309,17,14,1282.29,14511.67,0.9116,lm-3
1310,17,16,2189.76,11367.85,0.8074,lm-1
1311,17,17,1083.77,9954.88,0.8911,lm-3
1312,17,18,2887.66,9355.97,0.6914,lm-1
1313,17,19,2699.7,3976.59,0.3211,lm-1
1314,17,20,712.0,5014.23,0.858,lm-2
1315,17,21,362.17,3717.8,0.9026,lm-2
1316,17,22,946.88,7889.21,0.88,lm-3
1317,17,23,1131.42,15315.56,0.9261,lm-1
1318,17,24,1307.05,5416.01,0.7587,lm-3
1319,17,25,1497.53,5638.18,0.7344,lm-1
1320,17,26,972.69,8082.78,0.8797,lm-3
1321,17,27,204.42,1456.98,0.8597,lm-3
1322,17,28,268.81,898.1,0.7007,lm-1
1323,17,29,403.29,2460.63,0.8361,lm-1
1324,17,30,385.59,2742.07,0.8594,lm-1
1325,17,31,819.36,1839.41,0.5546,lm-3
1326,17,32,604.33,6287.92,0.9039,lm-2
1327,17,33,896.2,5923.91,0.8487,lm-1
1328,17,34,2197.05,13059.66,0.8318,lm-1
1329,17,35,344.95,1387.79,0.7514,lm-1
1330,17,36,4906.03,947.86,-4.1759,lm-1
1331,17,37,error,error,error,error
1332,17,38,6953.48,84364.32,0.9176,lm-1
1333,17,40,2573.95,50238.91,0.9488,lm-3
1334,17,41,51.13,56.88,0.1011,lm-3
1335,17,42,547.84,4457.68,0.8771,lm-2
1336,17,44,557.86,7085.89,0.9213,lm-1
1337,17,45,19.37,24.71,0.2161,lm-1
1338,17,46,1297.14,27727.13,0.9532,lm-1
1339,17,47,error,error,error,error
1340,17,48,1854.06,2540.83,0.2703,lm-1
1341,17,49,188.24,30.58,-5.1555,lm-3
1342,17,51,8.67,-5.36,2.6173,lm-2
1343,17,52,342.17,2965.39,0.8846,lm-1
1344,17,54,39.68,39.66,-0.0003,lm-1
1345,17,55,1763.13,7397.53,0.7617,lm-1
1346,17,56,1263.99,2483.73,0.4911,lm-1
1347,17,58,780.13,1422.11,0.4514,lm-2
1348,17,59,94.26,380.59,0.7523,lm-3
1349,17,60,134.92,391.26,0.6552,lm-3
1350,17,67,484.07,7054.75,0.9314,lm-2
1351,17,71,1105.45,3506.41,0.6847,lm-1
1352,17,72,8533.1,48146.56,0.8228,lm-1
1353,17,74,2023.58,17531.44,0.8846,lm-2
1354,17,77,error,error,error,error
1355,17,78,error,error,error,error
1356,17,79,2141.21,27810.11,0.923,lm-1
1357,17,80,153.51,963.76,0.8407,lm-1
1358,17,81,1224.91,14829.13,0.9174,lm-2
1359,17,82,1240.25,19364.78,0.936,lm-1
1360,17,83,99.62,539.76,0.8154,lm-1
1361,17,85,478.9,3605.22,0.8672,lm-1
1362,17,87,1324.31,16502.78,0.9198,lm-3
1363,17,90,4806.62,35400.06,0.8642,lm-1
1364,17,91,704.46,13901.71,0.9493,lm-3
1365,17,92,4862.8,62486.35,0.9222,lm-1
1366,17,93,517.11,4234.53,0.8779,lm-1
1367,17,94,723.04,689.19,-0.0491,lm-3
1368,17,95,4326.84,58931.48,0.9266,lm-3
1369,17,96,259.55,1146.69,0.7736,lm-1
1370,17,97,1212.36,9291.65,0.8695,lm-1
1371,17,98,204.38,265.47,0.2301,lm-1
1372,17,99,error,error,error,error
1373,17,39,error,error,error,error
1374,17,50,error,error,error,error
1375,17,43,error,error,error,error
1376,17,65,error,error,error,error
1377,18,1,2422.87,16206.84,0.8505,lm-3
1378,18,2,7359.71,60663.35,0.8787,lm-2
1379,18,3,11173.09,22979.99,0.5138,lm-2
1380,18,4,2711.24,28104.64,0.9035,lm-1
1381,18,5,3110.8,16578.15,0.8124,lm-2
1382,18,6,1126.96,3280.4,0.6565,lm-2
1383,18,7,5248.54,25651.25,0.7954,lm-1
1384,18,8,4032.98,29961.61,0.8654,lm-3
1385,18,9,4107.53,17121.49,0.7601,lm-1
1386,18,10,1668.78,15377.31,0.8915,lm-2
1387,18,11,8260.61,20684.6,0.6006,lm-2
1388,18,12,460.41,3655.17,0.874,lm-1
1389,18,13,4670.24,42445.0,0.89,lm-1
1390,18,14,4110.57,19123.36,0.785,lm-1
1391,18,16,3488.42,15076.29,0.7686,lm-2
1392,18,17,3361.54,12759.66,0.7365,lm-1
1393,18,18,521.87,4009.68,0.8698,lm-3
1394,18,19,267.54,2063.73,0.8704,lm-1
1395,18,20,1353.67,7633.6,0.8227,lm-2
1396,18,21,1064.27,4175.62,0.7451,lm-1
1397,18,22,2288.39,15208.25,0.8495,lm-1
1398,18,23,5572.91,35931.54,0.8449,lm-1
1399,18,24,2214.07,8733.94,0.7465,lm-2
1400,18,25,2531.14,15788.11,0.8397,lm-1
1401,18,26,2632.35,9302.02,0.717,lm-1
1402,18,27,614.93,2315.8,0.7345,lm-1
1403,18,28,353.7,967.74,0.6345,lm-1
1404,18,29,1551.72,10751.55,0.8557,lm-2
1405,18,30,889.32,5877.76,0.8487,lm-3
1406,18,31,1034.23,2604.16,0.6029,lm-1
1407,18,32,1246.22,7138.11,0.8254,lm-3
1408,18,33,2501.5,8863.64,0.7178,lm-2
1409,18,34,2470.72,20765.8,0.881,lm-2
1410,18,35,617.54,3821.67,0.8384,lm-1
1411,18,36,1218.72,2044.07,0.4038,lm-1
1412,18,37,error,error,error,error
1413,18,38,10309.63,59866.88,0.8278,lm-1
1414,18,40,3737.21,58275.95,0.9359,lm-1
1415,18,41,243.62,475.43,0.4876,lm-1
1416,18,42,486.27,7111.02,0.9316,lm-1
1417,18,44,800.58,4786.77,0.8328,lm-1
1418,18,45,4.48,11.97,0.6257,lm-1
1419,18,46,4539.16,22181.65,0.7954,lm-3
1420,18,47,214.18,112.0,-0.9123,lm-1
1421,18,48,error,error,error,error
1422,18,49,1964.65,10017.24,0.8039,lm-2
1423,18,51,error,error,error,error
1424,18,52,428.53,2169.09,0.8024,lm-3
1425,18,54,42.01,44.26,0.0509,lm-3
1426,18,55,2343.4,6152.61,0.6191,lm-1
1427,18,56,1108.79,2377.1,0.5336,lm-3
1428,18,58,3046.94,4710.79,0.3532,lm-2
1429,18,59,263.7,198.73,-0.3269,lm-2
1430,18,60,55.66,176.21,0.6841,lm-1
1431,18,67,1426.33,5419.18,0.7368,lm-2
1432,18,71,1201.64,6521.78,0.8157,lm-1
1433,18,72,15159.5,46141.87,0.6715,lm-1
1434,18,74,5488.27,22799.6,0.7593,lm-2
1435,18,77,error,error,error,error
1436,18,78,error,error,error,error
1437,18,79,2504.12,22293.58,0.8877,lm-3
1438,18,80,134.43,674.77,0.8008,lm-2
1439,18,81,1744.3,13732.86,0.873,lm-1
1440,18,82,3691.4,14665.18,0.7483,lm-3
1441,18,83,528.6,1997.93,0.7354,lm-1
1442,18,85,679.49,1897.19,0.6418,lm-1
1443,18,87,2288.17,19899.37,0.885,lm-1
1444,18,90,12057.57,25126.58,0.5201,lm-1
1445,18,91,7786.83,24543.8,0.6827,lm-1
1446,18,92,9211.42,67349.62,0.8632,lm-1
1447,18,93,1439.05,4629.15,0.6891,lm-1
1448,18,94,1009.3,8203.11,0.877,lm-1
1449,18,95,5893.11,60239.89,0.9022,lm-1
1450,18,96,18.56,-0.88,22.0655,lm-3
1451,18,97,4563.47,7827.24,0.417,lm-1
1452,18,98,2411.55,1854.68,-0.3003,lm-1
1453,18,99,error,error,error,error
1454,18,39,error,error,error,error
1455,18,50,573.72,1313.05,0.5631,lm-3
1456,18,43,error,error,error,error
1457,18,65,error,error,error,error
1458,19,1,2526.93,17207.75,0.8532,lm-3
1459,19,2,2043.99,50248.34,0.9593,lm-2
1460,19,3,3185.99,25597.11,0.8755,lm-1
1461,19,4,2330.17,31692.09,0.9265,lm-1
1462,19,5,4010.84,20249.12,0.8019,lm-2
1463,19,6,1504.91,4456.82,0.6623,lm-3
1464,19,7,4718.89,28176.81,0.8325,lm-1
1465,19,8,2019.15,42856.45,0.9529,lm-1
1466,19,9,6294.42,41541.64,0.8485,lm-2
1467,19,10,2836.08,28850.08,0.9017,lm-2
1468,19,11,8555.44,22467.87,0.6192,lm-2
1469,19,12,711.06,6867.35,0.8965,lm-1
1470,19,13,1541.59,34029.49,0.9547,lm-1
1471,19,14,2283.14,17037.79,0.866,lm-2
1472,19,16,6290.55,27196.43,0.7687,lm-1
1473,19,17,1864.64,16450.44,0.8867,lm-1
1474,19,18,1662.5,7695.09,0.784,lm-1
1475,19,19,error,error,error,error
1476,19,20,642.84,6775.92,0.9051,lm-1
1477,19,21,765.23,6800.69,0.8875,lm-1
1478,19,22,1860.84,12371.46,0.8496,lm-1
1479,19,23,3880.33,28635.18,0.8645,lm-1
1480,19,24,873.68,5898.47,0.8519,lm-1
1481,19,25,1432.7,11859.6,0.8792,lm-1
1482,19,26,1273.04,7654.21,0.8337,lm-1
1483,19,27,397.41,1945.74,0.7958,lm-2
1484,19,28,190.66,663.79,0.7128,lm-1
1485,19,29,675.66,5658.09,0.8806,lm-1
1486,19,30,516.81,4294.27,0.8797,lm-3
1487,19,31,572.06,3307.04,0.827,lm-2
1488,19,32,752.53,6460.7,0.8835,lm-1
1489,19,33,1258.21,6240.44,0.7984,lm-1
1490,19,34,2508.28,17797.75,0.8591,lm-1
1491,19,35,742.29,3508.15,0.7884,lm-1
1492,19,36,1275.97,1466.17,0.1297,lm-1
1493,19,37,411.18,2672.26,0.8461,lm-1
1494,19,38,5156.11,70873.41,0.9272,lm-3
1495,19,40,2055.15,53335.17,0.9615,lm-3
1496,19,41,1545.11,3723.51,0.585,lm-1
1497,19,42,548.23,6804.21,0.9194,lm-3
1498,19,44,527.15,5320.56,0.9009,lm-3
1499,19,45,error,error,error,error
1500,19,46,1181.51,19538.2,0.9395,lm-3
1501,19,47,462.85,107.5,-3.3056,lm-3
1502,19,48,error,error,error,error
1503,19,49,1348.23,5590.38,0.7588,lm-1
1504,19,51,error,error,error,error
1505,19,52,245.84,1449.12,0.8304,lm-1
1506,19,54,37.53,37.99,0.0121,lm-1
1507,19,55,2122.97,8540.1,0.7514,lm-2
1508,19,56,995.29,3541.9,0.719,lm-1
1509,19,58,3054.17,5000.26,0.3892,lm-2
1510,19,59,64.99,223.38,0.7091,lm-2
1511,19,60,90.87,487.42,0.8136,lm-1
1512,19,67,750.2,12029.74,0.9376,lm-3
1513,19,71,1361.6,6177.24,0.7796,lm-3
1514,19,72,8168.16,59500.4,0.8627,lm-3
1515,19,74,2484.21,19366.53,0.8717,lm-3
1516,19,77,error,error,error,error
1517,19,78,error,error,error,error
1518,19,79,1310.56,19241.13,0.9319,lm-1
1519,19,80,1380.05,21547.55,0.936,lm-1
1520,19,81,1473.86,21603.34,0.9318,lm-3
1521,19,82,3330.79,21451.73,0.8447,lm-3
1522,19,83,434.32,3633.26,0.8805,lm-1
1523,19,85,810.65,4458.04,0.8182,lm-2
1524,19,87,2399.1,20218.6,0.8813,lm-3
1525,19,90,5706.02,63674.18,0.9104,lm-1
1526,19,91,3869.03,49059.28,0.9211,lm-1
1527,19,92,6573.29,111771.1,0.9412,lm-1
1528,19,93,1988.74,36935.99,0.9462,lm-3
1529,19,94,2997.99,35110.47,0.9146,lm-1
1530,19,95,4726.91,96989.71,0.9513,lm-1
1531,19,96,2734.76,18818.94,0.8547,lm-1
1532,19,97,2005.67,20043.1,0.8999,lm-1
1533,19,98,725.41,11742.91,0.9382,lm-3
1534,19,99,665.88,81.69,-7.1513,lm-1
1535,19,39,error,error,error,error
1536,19,50,269.47,1090.45,0.7529,lm-3
1537,19,43,error,error,error,error
1538,19,65,error,error,error,error
1539,20,1,4173.09,32767.41,0.8726,lm-3
1540,20,2,2898.47,79457.06,0.9635,lm-1
1541,20,3,3395.36,19036.75,0.8216,lm-1
1542,20,4,2842.93,52826.44,0.9462,lm-1
1543,20,5,7813.88,29592.02,0.7359,lm-1
1544,20,6,1582.12,6167.69,0.7435,lm-2
1545,20,7,10629.77,45525.19,0.7665,lm-1
1546,20,8,3148.21,81705.67,0.9615,lm-2
1547,20,9,4476.87,43423.97,0.8969,lm-3
1548,20,10,2927.32,44711.6,0.9345,lm-1
1549,20,11,9595.17,24628.05,0.6104,lm-2
1550,20,12,720.3,8490.96,0.9152,lm-1
1551,20,13,2595.27,57944.88,0.9552,lm-3
1552,20,14,2177.31,20768.86,0.8952,lm-2
1553,20,16,5832.88,24263.36,0.7596,lm-1
1554,20,17,903.16,17075.66,0.9471,lm-2
1555,20,18,3145.79,7938.77,0.6037,lm-1
1556,20,19,64.44,-9.89,7.5133,lm-1
1557,20,20,640.22,6840.87,0.9064,lm-1
1558,20,21,867.32,11943.5,0.9274,lm-3
1559,20,22,1710.67,13340.71,0.8718,lm-3
1560,20,23,4373.57,37156.56,0.8823,lm-3
1561,20,24,1893.29,8657.8,0.7813,lm-3
1562,20,25,2475.09,15625.13,0.8416,lm-1
1563,20,26,1853.19,12382.69,0.8503,lm-1
1564,20,27,398.9,2265.67,0.8239,lm-1
1565,20,28,108.64,716.49,0.8484,lm-1
1566,20,29,1124.15,8072.73,0.8607,lm-3
1567,20,30,642.48,5473.7,0.8826,lm-1
1568,20,31,726.49,4051.8,0.8207,lm-2
1569,20,32,1698.27,11765.95,0.8557,lm-3
1570,20,33,2103.94,9424.87,0.7768,lm-3
1571,20,34,3232.78,22187.27,0.8543,lm-2
1572,20,35,1529.71,5895.03,0.7405,lm-1
1573,20,36,1180.11,2792.92,0.5775,lm-1
1574,20,37,295.7,4253.6,0.9305,lm-2
1575,20,38,10395.29,116101.92,0.9105,lm-1
1576,20,40,2110.85,87029.91,0.9757,lm-1
1577,20,41,1869.02,7314.04,0.7445,lm-2
1578,20,42,492.36,9445.6,0.9479,lm-1
1579,20,44,784.12,8041.86,0.9025,lm-1
1580,20,45,1.84,20.94,0.9122,lm-2
1581,20,46,2243.21,32105.58,0.9301,lm-3
1582,20,47,58.69,-11.33,6.1785,lm-2
1583,20,48,3060.2,2655.32,-0.1525,lm-2
1584,20,49,2662.69,20791.24,0.8719,lm-1
1585,20,51,error,error,error,error
1586,20,52,468.59,2792.08,0.8322,lm-1
1587,20,54,38.85,35.1,-0.1067,lm-2
1588,20,55,2752.69,11943.77,0.7695,lm-1
1589,20,56,723.11,2583.28,0.7201,lm-1
1590,20,58,1826.32,5274.21,0.6537,lm-3
1591,20,59,120.11,465.9,0.7422,lm-2
1592,20,60,99.39,593.53,0.8325,lm-2
1593,20,67,1065.15,14798.92,0.928,lm-3
1594,20,71,1029.09,6476.41,0.8411,lm-2
1595,20,72,20793.54,71574.2,0.7095,lm-3
1596,20,74,1780.1,21042.04,0.9154,lm-3
1597,20,77,205.2,-175.0,2.1726,lm-1
1598,20,78,error,error,error,error
1599,20,79,3492.9,37701.25,0.9074,lm-3
1600,20,80,1858.5,41435.93,0.9551,lm-2
1601,20,81,1517.81,36508.05,0.9584,lm-3
1602,20,82,1937.84,30691.02,0.9369,lm-1
1603,20,83,692.53,5460.7,0.8732,lm-1
1604,20,85,607.19,4780.73,0.873,lm-1
1605,20,87,7206.23,51584.49,0.8603,lm-2
1606,20,90,7348.55,95471.3,0.923,lm-1
1607,20,91,3840.55,77366.46,0.9504,lm-2
1608,20,92,9245.85,171310.4,0.946,lm-1
1609,20,93,3845.67,55718.47,0.931,lm-1
1610,20,94,3946.17,64967.47,0.9393,lm-1
1611,20,95,8666.65,156432.75,0.9446,lm-1
1612,20,96,86.35,18.43,-3.6862,lm-1
1613,20,97,1656.44,26568.92,0.9377,lm-2
1614,20,98,1628.58,19231.13,0.9153,lm-3
1615,20,99,1083.86,80.37,-12.4852,lm-1
1616,20,39,error,error,error,error
1617,20,50,502.89,2800.33,0.8204,lm-1
1618,20,43,error,error,error,error
1619,20,65,error,error,error,error
1620,21,1,1256.61,11659.56,0.8922,lm-3
1621,21,2,3228.44,46982.56,0.9313,lm-3
1622,21,3,9980.82,22028.77,0.5469,lm-3
1623,21,4,1165.77,18365.01,0.9365,lm-1
1624,21,5,3340.8,12234.88,0.7269,lm-1
1625,21,6,497.79,2326.1,0.786,lm-2
1626,21,7,2949.56,17619.18,0.8326,lm-1
1627,21,8,888.86,16330.22,0.9456,lm-1
1628,21,9,2125.21,16115.97,0.8681,lm-1
1629,21,10,2130.44,14599.95,0.8541,lm-1
1630,21,11,2134.82,12374.41,0.8275,lm-3
1631,21,12,327.09,2727.58,0.8801,lm-2
1632,21,13,1438.54,26722.55,0.9462,lm-3
1633,21,14,1255.84,12424.28,0.8989,lm-1
1634,21,16,1003.51,5361.98,0.8128,lm-3
1635,21,17,714.77,5846.44,0.8777,lm-1
1636,21,18,1537.52,3277.22,0.5308,lm-1
1637,21,19,229.13,1674.15,0.8631,lm-3
1638,21,20,500.51,4925.96,0.8984,lm-3
1639,21,21,191.14,2904.25,0.9342,lm-3
1640,21,22,1308.58,6770.14,0.8067,lm-1
1641,21,23,4029.09,35551.88,0.8867,lm-1
1642,21,24,4464.27,10880.72,0.5897,lm-1
1643,21,25,1812.1,16843.87,0.8924,lm-2
1644,21,26,1577.32,9433.14,0.8328,lm-1
1645,21,27,316.79,1384.22,0.7711,lm-3
1646,21,28,85.57,455.81,0.8123,lm-1
1647,21,29,393.42,4643.09,0.9153,lm-2
1648,21,30,414.37,4336.77,0.9045,lm-1
1649,21,31,2035.04,4439.72,0.5416,lm-1
1650,21,32,935.97,5562.04,0.8317,lm-1
1651,21,33,2887.8,9069.25,0.6816,lm-1
1652,21,34,1937.97,18087.52,0.8929,lm-2
1653,21,35,386.78,2137.93,0.8191,lm-3
1654,21,36,534.7,1458.9,0.6335,lm-3
1655,21,37,error,error,error,error
1656,21,38,6357.81,30677.89,0.7928,lm-2
1657,21,40,1990.24,37326.29,0.9467,lm-3
1658,21,41,719.06,2077.28,0.6538,lm-1
1659,21,42,540.7,5342.07,0.8988,lm-1
1660,21,44,609.33,4072.52,0.8504,lm-1
1661,21,45,error,error,error,error
1662,21,46,1718.56,18569.52,0.9075,lm-1
1663,21,47,119.63,0.0,-inf,lm-2
1664,21,48,error,error,error,error
1665,21,49,1627.09,9789.76,0.8338,lm-2
1666,21,51,error,error,error,error
1667,21,52,600.53,2179.68,0.7245,lm-1
1668,21,54,37.64,39.66,0.051,lm-1
1669,21,55,1163.71,5454.3,0.7866,lm-2
1670,21,56,295.59,761.76,0.612,lm-3
1671,21,58,619.23,825.33,0.2497,lm-1
1672,21,59,149.57,216.54,0.3093,lm-2
1673,21,60,64.44,163.89,0.6068,lm-2
1674,21,67,756.63,3871.37,0.8046,lm-2
1675,21,71,948.03,4220.72,0.7754,lm-3
1676,21,72,7690.74,32149.39,0.7608,lm-1
1677,21,74,1200.82,10270.01,0.8831,lm-1
1678,21,77,error,error,error,error
1679,21,78,error,error,error,error
1680,21,79,1438.9,19602.35,0.9266,lm-3
1681,21,80,40.4,28.05,-0.4403,lm-2
1682,21,81,272.11,5975.77,0.9545,lm-1
1683,21,82,2712.53,14140.34,0.8082,lm-1
1684,21,83,41.02,139.69,0.7063,lm-3
1685,21,85,254.15,973.13,0.7388,lm-1
1686,21,87,1170.67,6857.8,0.8293,lm-3
1687,21,90,713.8,10622.97,0.9328,lm-3
1688,21,91,648.51,6868.46,0.9056,lm-3
1689,21,92,4291.58,24196.8,0.8226,lm-1
1690,21,93,113.26,653.38,0.8266,lm-1
1691,21,94,862.17,159.32,-4.4117,lm-1
1692,21,95,3404.21,41787.86,0.9185,lm-1
1693,21,96,error,error,error,error
1694,21,97,208.39,3302.86,0.9369,lm-1
1695,21,98,67.02,62.06,-0.0799,lm-1
1696,21,99,error,error,error,error
1697,21,39,error,error,error,error
1698,21,50,error,error,error,error
1699,21,43,error,error,error,error
1700,21,65,error,error,error,error
1701,22,1,3758.02,15405.38,0.7561,lm-3
1702,22,2,3338.78,55039.4,0.9393,lm-2
