,Store,Department,Periods Available,Additive Model RSME,Additive Model Accuracy,Multiplicative Model RMSE,Mulitplicative Model Accuracy,Additive vs. Multiplicative
1799,23,19,143,5204.05,-4.5454,711.45,0.2419,Multiplicative
1800,23,20,143,1428.35,0.8897,1299.95,0.8996,Multiplicative
1801,23,21,143,1145.36,0.8676,1142.04,0.868,Multiplicative
1802,23,22,143,3235.4,0.8661,3268.44,0.8648,Additive
1803,23,23,143,5814.5,0.8831,8407.36,0.831,Additive
1804,23,24,143,2285.82,0.7853,1908.11,0.8208,Multiplicative
1805,23,25,143,5022.72,0.6805,5171.74,0.671,Additive
1806,23,26,143,2116.78,0.832,1965.72,0.844,Multiplicative
1807,23,27,143,1056.38,0.6587,544.47,0.8241,Multiplicative
1808,23,28,143,224.91,0.7436,271.81,0.6901,Additive
1809,23,29,143,1606.1,0.8528,1366.7,0.8748,Multiplicative
1810,23,30,143,874.77,0.8876,1085.45,0.8605,Additive
1811,23,31,143,2626.5,0.4249,2395.19,0.4756,Multiplicative
1812,23,32,143,1488.07,0.8542,2770.11,0.7287,Additive
1813,23,33,143,2416.26,0.7787,2237.11,0.7951,Multiplicative
1814,23,34,143,5992.75,0.794,5596.16,0.8076,Multiplicative
1815,23,35,143,1445.29,0.7454,1409.59,0.7517,Multiplicative
1816,23,36,143,2294.01,0.4161,3047.12,0.2245,Additive
1817,23,37,0,error,error,error,error,error
1818,23,38,143,7115.37,0.8462,7544.81,0.8369,Additive
1819,23,40,143,15559.92,0.7562,4906.26,0.9231,Multiplicative
1820,23,41,143,2035.86,0.07,8192.32,-2.7423,Additive
1821,23,42,143,1006.46,0.9221,1245.27,0.9037,Additive
1822,23,44,143,1102.93,0.8418,979.7,0.8595,Multiplicative
1823,23,45,115,34.98,-2.3409,37.24,-2.5564,Additive
1824,23,46,143,3698.42,0.9029,2853.14,0.9251,Multiplicative
1825,23,47,12,error,error,error,error,error
1826,23,48,15,error,error,error,error,error
1827,23,49,143,4546.97,0.8217,3666.4,0.8562,Multiplicative
1828,23,51,49,error,error,error,error,error
1829,23,52,143,2749.09,-0.1427,1632.09,0.3216,Multiplicative
1830,23,54,143,751.02,-13.0846,429.3,-7.0511,Multiplicative
1831,23,55,143,13472.77,-0.4478,4801.04,0.4841,Multiplicative
1832,23,56,143,3870.04,0.6791,3703.98,0.6929,Multiplicative
1833,23,58,139,error,error,error,error,error
1834,23,59,143,780.5,-0.7926,742.35,-0.705,Multiplicative
1835,23,60,91,error,error,error,error,error
1836,23,67,143,3424.72,0.7724,3785.33,0.7485,Additive
1837,23,71,143,2251.38,0.8119,1929.56,0.8388,Multiplicative
1838,23,72,143,error,error,error,error,error
1839,23,74,143,3630.64,0.9104,3570.59,0.9119,Multiplicative
1840,23,77,5,error,error,error,error,error
1841,23,78,9,error,error,error,error,error
1842,23,79,143,error,error,error,error,error
1843,23,80,132,error,error,error,error,error
1844,23,81,143,2880.67,0.6759,1355.13,0.8475,Multiplicative
1845,23,82,143,2217.36,0.9083,2675.74,0.8894,Additive
1846,23,83,141,1030.28,-0.1318,1414.85,-0.5542,Additive
1847,23,85,143,error,error,error,error,error
1848,23,87,143,4017.11,0.8869,4047.89,0.8861,Additive
1849,23,90,143,11150.31,0.5143,21097.25,0.0809,Additive
1850,23,91,143,3412.27,0.8476,20725.55,0.0742,Additive
1851,23,92,143,11584.87,0.8374,9444.28,0.8674,Multiplicative
1852,23,93,141,1037.23,0.6428,24572.39,-7.4614,Additive
1853,23,94,92,error,error,error,error,error
1854,23,95,143,9306.98,0.8364,6454.34,0.8866,Multiplicative
1855,23,96,143,2454.83,0.8474,1890.84,0.8825,Multiplicative
1856,23,97,143,1181.53,0.8438,6273.0,0.1708,Additive
1857,23,98,120,error,error,error,error,error
1858,23,99,1,error,error,error,error,error
1859,23,39,0,error,error,error,error,error
1860,23,50,143,1537.91,0.7794,1559.92,0.7763,Additive
1861,23,43,0,error,error,error,error,error
1862,23,65,0,error,error,error,error,error
1863,24,1,143,13685.53,0.2492,12098.37,0.3363,Multiplicative
1864,24,2,143,3196.58,0.9233,3192.62,0.9234,Multiplicative
1865,24,3,143,1662.04,0.8744,1998.11,0.8491,Additive
1866,24,4,143,2299.13,0.9253,2372.56,0.9229,Additive
1867,24,5,143,18765.65,0.1335,6887.36,0.682,Multiplicative
1868,24,6,143,1884.22,0.4971,1750.67,0.5327,Multiplicative
1869,24,7,143,5234.05,0.8,9805.34,0.6252,Additive
1870,24,8,143,2478.6,0.9514,2738.76,0.9463,Additive
1871,24,9,143,6546.69,0.7772,9664.76,0.671,Additive
1872,24,10,143,2907.12,0.8954,3535.71,0.8727,Additive
1873,24,11,143,7442.63,0.5885,7928.36,0.5616,Additive
1874,24,12,143,715.37,0.8588,817.22,0.8387,Additive
1875,24,13,143,2288.86,0.9236,2149.58,0.9283,Multiplicative
1876,24,14,143,1605.48,0.9003,2010.2,0.8751,Additive
1877,24,16,143,10019.92,0.609,67749.0,-1.6438,Additive
1878,24,17,143,1816.85,0.8526,1447.35,0.8826,Multiplicative
1879,24,18,127,error,error,error,error,error
1880,24,19,143,error,error,error,error,error
1881,24,20,143,690.42,0.8802,700.07,0.8786,Additive
1882,24,21,143,error,error,error,error,error
1883,24,22,143,2850.73,0.7503,3518.38,0.6918,Additive
1884,24,23,143,3786.02,0.866,2685.68,0.9049,Multiplicative
1885,24,24,143,1637.34,0.71,1657.87,0.7063,Additive
1886,24,25,143,4259.71,0.6399,1624.22,0.8627,Multiplicative
1887,24,26,143,2327.76,0.6831,1450.42,0.8026,Multiplicative
1888,24,27,143,271.11,0.8352,286.65,0.8257,Additive
1889,24,28,143,162.85,0.7068,124.04,0.7766,Multiplicative
1890,24,29,143,850.88,0.8367,708.78,0.864,Multiplicative
1891,24,30,143,723.63,0.8166,429.99,0.891,Multiplicative
1892,24,31,143,884.68,0.6073,1253.87,0.4434,Additive
1893,24,32,143,1083.25,0.8222,1361.52,0.7766,Additive
1894,24,33,143,2207.72,0.6113,6592.48,-0.1607,Additive
1895,24,34,143,3698.78,0.7897,3142.14,0.8213,Multiplicative
1896,24,35,143,1517.21,0.5544,1604.05,0.5289,Additive
1897,24,36,143,1058.19,0.5253,952.56,0.5727,Multiplicative
1898,24,37,143,393.08,0.8703,353.67,0.8833,Multiplicative
1899,24,38,143,11576.1,0.8014,10371.01,0.8221,Multiplicative
1900,24,40,143,5583.7,0.8827,6625.56,0.8608,Additive
1901,24,41,143,1220.99,0.2589,5653.0,-2.4313,Additive
1902,24,42,143,error,error,error,error,error
1903,24,44,143,783.48,0.8293,608.34,0.8674,Multiplicative
1904,24,45,54,error,error,error,error,error
1905,24,46,143,1577.42,0.9049,1539.62,0.9072,Multiplicative
1906,24,47,7,error,error,error,error,error
1907,24,48,0,error,error,error,error,error
1908,24,49,143,1688.75,0.6547,1403.48,0.713,Multiplicative
1909,24,51,21,error,error,error,error,error
1910,24,52,143,577.72,0.5483,445.17,0.6519,Multiplicative
1911,24,54,136,error,error,error,error,error
1912,24,55,143,3050.58,0.6797,3635.55,0.6183,Additive
1913,24,56,143,2973.57,0.4875,5902.44,-0.0172,Additive
1914,24,58,138,1679.37,0.2904,2035.88,0.1398,Additive
1915,24,59,143,269.31,-0.2744,89.14,0.5782,Multiplicative
1916,24,60,111,error,error,error,error,error
1917,24,67,143,3406.99,0.7051,3617.89,0.6868,Additive
1918,24,71,143,1496.16,0.6565,2655.51,0.3903,Additive
1919,24,72,143,7334.78,0.8443,7833.1,0.8338,Additive
1920,24,74,143,1922.56,0.867,1816.73,0.8743,Multiplicative
1921,24,77,6,error,error,error,error,error
1922,24,78,9,error,error,error,error,error
1923,24,79,143,1657.51,0.9237,1695.26,0.922,Additive
1924,24,80,143,2222.49,0.9244,2189.46,0.9255,Multiplicative
1925,24,81,143,2073.71,0.9186,1493.4,0.9414,Multiplicative
1926,24,82,143,2858.13,0.8503,2984.45,0.8437,Additive
1927,24,83,143,707.1,0.8384,653.43,0.8507,Multiplicative
1928,24,85,143,509.22,0.6921,398.78,0.7589,Multiplicative
1929,24,87,143,2713.96,0.9027,2775.87,0.9005,Additive
1930,24,90,143,4979.35,0.9325,4887.57,0.9337,Multiplicative
1931,24,91,143,5662.3,0.8912,4327.43,0.9168,Multiplicative
1932,24,92,143,17296.39,0.8632,17112.14,0.8647,Multiplicative
1933,24,93,143,4933.37,0.884,4731.68,0.8887,Multiplicative
1934,24,94,143,5130.65,0.9085,4453.89,0.9206,Multiplicative
1935,24,95,143,6768.14,0.9315,6064.66,0.9386,Multiplicative
1936,24,96,143,7985.39,0.4721,7160.83,0.5266,Multiplicative
1937,24,97,143,1511.2,0.9249,1528.43,0.9241,Additive
1938,24,98,143,930.29,0.9094,1279.42,0.8754,Additive
1939,24,99,38,error,error,error,error,error
1940,24,39,0,error,error,error,error,error
1941,24,50,143,483.26,0.561,528.6,0.5198,Additive
1942,24,43,0,error,error,error,error,error
1943,24,65,0,error,error,error,error,error
1944,25,1,143,7884.28,0.5675,10274.2,0.4364,Additive
1945,25,2,143,1975.64,0.9477,1693.36,0.9552,Multiplicative
1946,25,3,143,2296.35,0.8085,4910.17,0.5905,Additive
1947,25,4,143,1260.55,0.9401,1597.6,0.9241,Additive
1948,25,5,143,6503.98,0.3195,3696.14,0.6133,Multiplicative
1949,25,6,143,error,error,error,error,error
1950,25,7,143,8089.33,0.4859,4548.7,0.7109,Multiplicative
1951,25,8,143,1906.02,0.9375,2014.83,0.934,Additive
1952,25,9,143,1690.78,0.9036,5195.21,0.7036,Additive
1953,25,10,143,3186.5,0.8487,4883.28,0.7681,Additive
1954,25,11,143,2424.86,0.7785,2696.19,0.7537,Additive
1955,25,12,143,735.47,0.7958,892.14,0.7523,Additive
1956,25,13,143,1495.91,0.9415,1333.48,0.9479,Multiplicative
1957,25,14,143,1325.14,0.8583,2285.0,0.7556,Additive
1958,25,16,143,7747.93,0.6382,10983.14,0.4872,Additive
1959,25,17,143,3982.84,0.5887,3052.13,0.6848,Multiplicative
1960,25,18,125,error,error,error,error,error
1961,25,19,19,error,error,error,error,error
1962,25,20,143,616.09,0.8398,557.63,0.855,Multiplicative
1963,25,21,143,831.43,0.8338,909.21,0.8183,Additive
1964,25,22,143,824.6,0.8524,848.62,0.8481,Additive
1965,25,23,143,2261.71,0.8677,2370.87,0.8613,Additive
1966,25,24,143,1044.9,0.6482,1451.73,0.5113,Additive
1967,25,25,143,3458.32,0.5223,4012.4,0.4458,Additive
1968,25,26,143,944.29,0.7554,1139.74,0.7047,Additive
1969,25,27,143,230.28,0.7657,166.28,0.8308,Multiplicative
1970,25,28,143,112.1,0.7817,104.43,0.7966,Multiplicative
1971,25,29,143,664.37,0.8159,681.89,0.811,Additive
1972,25,30,143,600.81,0.7463,514.84,0.7826,Multiplicative
1973,25,31,143,498.88,0.6712,550.53,0.6372,Additive
1974,25,32,143,714.47,0.8025,676.0,0.8132,Multiplicative
1975,25,33,143,979.83,0.6371,1093.02,0.5951,Additive
1976,25,34,143,2406.3,0.8019,2019.14,0.8338,Multiplicative
1977,25,35,143,2353.74,-0.0026,3932.7,-0.6752,Additive
1978,25,36,143,error,error,error,error,error
1979,25,37,143,458.14,0.8445,589.34,0.8,Additive
1980,25,38,143,7310.22,0.825,7356.55,0.8239,Additive
1981,25,40,143,3378.46,0.9229,2482.67,0.9433,Multiplicative
1982,25,41,143,2698.6,-0.2043,3024.29,-0.3496,Additive
1983,25,42,143,606.09,0.8961,701.37,0.8798,Additive
1984,25,44,143,546.88,0.8508,778.55,0.7875,Additive
1985,25,45,29,error,error,error,error,error
1986,25,46,143,1899.39,0.905,2031.44,0.8984,Additive
1987,25,47,17,error,error,error,error,error
1988,25,48,7,error,error,error,error,error
1989,25,49,143,2566.0,0.7804,2680.82,0.7705,Additive
1990,25,51,13,error,error,error,error,error
1991,25,52,143,474.89,0.6757,756.69,0.4832,Additive
1992,25,54,107,error,error,error,error,error
1993,25,55,143,1562.04,0.6268,2029.8,0.515,Additive
1994,25,56,143,2837.48,0.5091,8132.19,-0.4069,Additive
1995,25,58,115,662.45,-0.6223,1043.95,-1.5566,Additive
1996,25,59,143,116.78,0.4825,64.8,0.7128,Multiplicative
1997,25,60,100,error,error,error,error,error
1998,25,67,143,2255.67,0.7423,2021.74,0.769,Multiplicative
1999,25,71,143,1026.05,0.6705,916.5,0.7057,Multiplicative
2000,25,72,143,7673.91,0.7503,5239.08,0.8295,Multiplicative
2001,25,74,143,1056.72,0.9084,1486.09,0.8712,Additive
2002,25,77,2,error,error,error,error,error
2003,25,78,6,error,error,error,error,error
2004,25,79,143,error,error,error,error,error
2005,25,80,139,error,error,error,error,error
2006,25,81,143,742.32,0.9192,1198.16,0.8696,Additive
2007,25,82,143,1187.79,0.8934,1317.05,0.8818,Additive
2008,25,83,143,214.58,-0.2003,78.04,0.5634,Multiplicative
2009,25,85,143,590.15,0.8057,477.04,0.8429,Multiplicative
2010,25,87,143,798.11,0.8862,920.32,0.8688,Additive
2011,25,90,143,695.82,0.943,676.67,0.9445,Multiplicative
2012,25,91,143,1785.5,0.7831,1667.85,0.7974,Multiplicative
2013,25,92,143,3126.05,0.9253,2354.87,0.9437,Multiplicative
2014,25,93,143,184.76,0.8106,160.93,0.835,Multiplicative
2015,25,94,122,error,error,error,error,error
2016,25,95,143,4164.01,0.9118,4390.17,0.9071,Additive
2017,25,96,1,error,error,error,error,error
2018,25,97,143,233.86,0.9193,231.5,0.9201,Multiplicative
2019,25,98,136,error,error,error,error,error
2020,25,99,0,error,error,error,error,error
2021,25,39,0,error,error,error,error,error
2022,25,50,143,609.04,0.7299,535.22,0.7626,Multiplicative
2023,25,43,0,error,error,error,error,error
2024,25,65,0,error,error,error,error,error
2025,26,1,143,6469.91,0.6371,5707.7,0.6798,Multiplicative
2026,26,2,143,2908.68,0.895,1428.96,0.9484,Multiplicative
2027,26,3,143,980.99,0.8683,1208.91,0.8377,Additive
2028,26,4,143,973.5,0.9627,1110.91,0.9574,Additive
2029,26,5,143,5088.44,0.604,3468.29,0.7301,Multiplicative
2030,26,6,143,1284.19,0.6756,1283.31,0.6759,Multiplicative
2031,26,7,143,2906.0,0.7899,3209.6,0.7679,Additive
2032,26,8,143,2499.64,0.9137,1971.44,0.932,Multiplicative
2033,26,9,143,2243.02,0.8888,3357.0,0.8335,Additive
2034,26,10,143,1192.4,0.8878,1326.28,0.8752,Additive
2035,26,11,143,6025.31,0.5514,6166.62,0.5409,Additive
2036,26,12,143,710.02,0.868,732.77,0.8638,Additive
2037,26,13,143,1293.37,0.9412,1420.6,0.9354,Additive
2038,26,14,143,1210.9,0.8792,1021.73,0.8981,Multiplicative
2039,26,16,143,9995.92,0.43,41229.85,-1.3511,Additive
2040,26,17,143,1181.04,0.8393,976.72,0.8671,Multiplicative
2041,26,18,118,error,error,error,error,error
2042,26,19,143,811.84,0.3294,1051.31,0.1316,Additive
2043,26,20,143,806.24,0.7809,478.66,0.8699,Multiplicative
2044,26,21,143,924.66,0.833,974.94,0.8239,Additive
2045,26,22,143,1130.26,0.8134,1098.54,0.8186,Multiplicative
2046,26,23,143,1589.64,0.883,1566.14,0.8847,Multiplicative
2047,26,24,143,603.07,0.7724,476.58,0.8202,Multiplicative
2048,26,25,143,3039.03,0.5624,6549.71,0.0568,Additive
2049,26,26,143,604.2,0.8231,474.16,0.8612,Multiplicative
2050,26,27,143,179.64,0.8051,206.07,0.7765,Additive
2051,26,28,143,98.33,0.7034,97.17,0.7069,Multiplicative
2052,26,29,143,700.63,0.7744,568.49,0.817,Multiplicative
2053,26,30,143,459.82,0.8074,423.07,0.8228,Multiplicative
2054,26,31,143,471.27,0.5844,399.1,0.6481,Multiplicative
2055,26,32,143,828.12,0.7844,1256.12,0.6729,Additive
2056,26,33,143,769.66,0.757,715.34,0.7741,Multiplicative
2057,26,34,143,1716.37,0.7918,1677.52,0.7965,Multiplicative
2058,26,35,143,614.64,0.6711,667.13,0.643,Additive
2059,26,36,143,1184.89,-0.5193,2211.55,-1.8357,Additive
2060,26,37,0,error,error,error,error,error
2061,26,38,143,error,error,error,error,error
2062,26,40,143,1991.23,0.9483,1666.97,0.9567,Multiplicative
2063,26,41,143,1074.32,0.1531,2479.09,-0.9544,Additive
2064,26,42,143,499.15,0.8294,786.95,0.731,Additive
2065,26,44,143,506.21,0.858,521.22,0.8538,Additive
2066,26,45,69,error,error,error,error,error
2067,26,46,143,718.31,0.9273,1405.69,0.8576,Additive
2068,26,47,18,error,error,error,error,error
2069,26,48,51,error,error,error,error,error
2070,26,49,143,1114.91,0.6796,1206.27,0.6534,Additive
2071,26,51,33,error,error,error,error,error
2072,26,52,143,552.09,0.6456,461.95,0.7034,Multiplicative
2073,26,54,128,error,error,error,error,error
2074,26,55,143,error,error,error,error,error
2075,26,56,143,error,error,error,error,error
2076,26,58,0,error,error,error,error,error
2077,26,59,143,280.92,-1.0541,136.01,0.0055,Multiplicative
2078,26,60,90,error,error,error,error,error
2079,26,67,143,1645.23,0.7637,1653.39,0.7625,Additive
2080,26,71,143,734.51,0.6945,896.06,0.6273,Additive
2081,26,72,143,6646.78,0.8177,10220.34,0.7197,Additive
2082,26,74,143,1227.37,0.8636,1116.36,0.8759,Multiplicative
2083,26,77,4,error,error,error,error,error
2084,26,78,2,error,error,error,error,error
2085,26,79,143,857.21,0.9283,974.79,0.9185,Additive
2086,26,80,143,1375.99,0.9312,1298.85,0.9351,Multiplicative
2087,26,81,143,1797.27,0.9119,1256.96,0.9384,Multiplicative
2088,26,82,143,error,error,error,error,error
2089,26,83,143,1063.77,0.5724,1149.73,0.5379,Additive
2090,26,85,143,327.68,0.803,302.05,0.8184,Multiplicative
2091,26,87,143,3506.44,0.8604,2490.97,0.9008,Multiplicative
2092,26,90,143,9828.79,0.8334,8489.89,0.8561,Multiplicative
2093,26,91,143,8893.42,0.7792,8241.87,0.7954,Multiplicative
2094,26,92,143,9878.64,0.8923,9548.98,0.8959,Multiplicative
2095,26,93,143,3138.12,0.8862,3216.9,0.8833,Additive
2096,26,94,143,3943.56,0.9135,3580.0,0.9215,Multiplicative
2097,26,95,143,6125.76,0.9193,5656.8,0.9254,Multiplicative
2098,26,96,143,2226.96,0.8961,2012.76,0.9061,Multiplicative
2099,26,97,143,1478.34,0.9066,1519.96,0.9039,Additive
2100,26,98,143,890.32,0.8805,777.23,0.8957,Multiplicative
2101,26,99,36,error,error,error,error,error
2102,26,39,0,error,error,error,error,error
2103,26,50,10,error,error,error,error,error
2104,26,43,0,error,error,error,error,error
2105,26,65,0,error,error,error,error,error
2106,27,1,143,17140.95,0.3979,13043.84,0.5418,Multiplicative
2107,27,2,143,11364.16,0.858,7465.53,0.9067,Multiplicative
2108,27,3,143,6923.07,0.7156,9719.25,0.6008,Additive
2109,27,4,143,6511.39,0.8472,5187.3,0.8783,Multiplicative
2110,27,5,143,16643.44,0.16,8727.74,0.5595,Multiplicative
2111,27,6,143,2032.23,0.6065,1106.96,0.7857,Multiplicative
2112,27,7,143,6845.99,0.822,8629.48,0.7757,Additive
2113,27,8,143,2961.46,0.928,2656.95,0.9354,Multiplicative
2114,27,9,143,6276.79,0.8166,9261.86,0.7293,Additive
2115,27,10,143,3242.41,0.9099,3406.67,0.9054,Additive
2116,27,11,143,5845.75,0.7185,7248.89,0.651,Additive
2117,27,12,143,1025.14,0.7307,862.3,0.7735,Multiplicative
2118,27,13,143,3178.4,0.9391,2941.62,0.9436,Multiplicative
2119,27,14,143,2728.82,0.8978,2672.64,0.8999,Multiplicative
2120,27,16,143,8045.11,0.7528,8896.4,0.7266,Additive
2121,27,17,143,3608.73,0.7816,3864.76,0.7661,Additive
2122,27,18,137,error,error,error,error,error
2123,27,19,143,error,error,error,error,error
2124,27,20,143,1659.74,0.854,1601.68,0.8591,Multiplicative
2125,27,21,143,1889.69,0.7075,1956.97,0.6971,Additive
2126,27,22,143,2581.95,0.8497,2677.3,0.8442,Additive
2127,27,23,143,7354.69,0.8065,9884.06,0.7399,Additive
2128,27,24,143,2422.42,0.75,4594.68,0.5258,Additive
2129,27,25,143,1053.98,0.9172,1345.9,0.8943,Additive
2130,27,26,143,1678.16,0.8646,2014.06,0.8375,Additive
2131,27,27,143,371.82,0.812,277.53,0.8597,Multiplicative
2132,27,28,143,198.63,0.7524,222.5,0.7226,Additive
2133,27,29,143,1260.27,0.8422,1386.52,0.8264,Additive
2134,27,30,143,672.82,0.8781,715.14,0.8704,Additive
2135,27,31,143,839.54,0.7675,926.78,0.7433,Additive
2136,27,32,143,1113.08,0.8642,1621.0,0.8023,Additive
2137,27,33,143,2342.88,0.7443,3174.15,0.6536,Additive
2138,27,34,143,9357.02,0.4847,4392.04,0.7581,Multiplicative
2139,27,35,143,1340.18,0.6882,1255.93,0.7078,Multiplicative
2140,27,36,143,1615.61,0.4003,1466.22,0.4558,Multiplicative
2141,27,37,143,error,error,error,error,error
2142,27,38,143,5757.63,0.849,5832.65,0.847,Additive
2143,27,40,143,13222.18,0.8139,16025.29,0.7744,Additive
2144,27,41,143,1872.25,0.0557,16174.19,-7.1577,Additive
2145,27,42,143,3299.98,0.6786,4139.81,0.5969,Additive
2146,27,44,143,642.87,0.8542,597.43,0.8645,Multiplicative
2147,27,45,13,error,error,error,error,error
2148,27,46,143,2784.68,0.933,2993.05,0.928,Additive
2149,27,47,23,error,error,error,error,error
2150,27,48,0,error,error,error,error,error
2151,27,49,143,2210.57,0.7926,2112.11,0.8018,Multiplicative
2152,27,51,13,error,error,error,error,error
2153,27,52,143,538.6,0.7921,1052.96,0.5936,Additive
2154,27,54,138,73.97,-1.2929,392.19,-11.1563,Additive
2155,27,55,143,2624.97,0.6869,2484.7,0.7037,Multiplicative
2156,27,56,143,3294.45,0.5945,5217.35,0.3578,Additive
2157,27,58,130,1599.78,-0.0458,1312.78,0.1418,Multiplicative
2158,27,59,143,143.18,0.5505,88.43,0.7224,Multiplicative
2159,27,60,131,40.75,0.5844,42.24,0.5693,Additive
2160,27,67,143,5350.92,0.5314,5374.46,0.5293,Additive
2161,27,71,143,2202.62,0.7808,1942.75,0.8066,Multiplicative
2162,27,72,143,10137.79,0.8002,11638.99,0.7706,Additive
2163,27,74,143,5102.66,0.8049,4773.61,0.8174,Multiplicative
2164,27,77,9,error,error,error,error,error
2165,27,78,12,error,error,error,error,error
2166,27,79,143,2243.27,0.9382,2287.9,0.937,Additive
2167,27,80,143,1309.83,0.9482,1256.22,0.9503,Multiplicative
2168,27,81,143,1980.41,0.93,1743.38,0.9384,Multiplicative
2169,27,82,143,3007.33,0.8888,11918.9,0.5592,Additive
2170,27,83,143,1411.29,0.8314,1667.44,0.8008,Additive
2171,27,85,143,600.53,0.8475,725.91,0.8156,Additive
2172,27,87,143,2227.41,0.874,2138.29,0.879,Multiplicative
2173,27,90,143,6119.56,0.932,5826.81,0.9353,Multiplicative
2174,27,91,143,4140.65,0.933,4144.28,0.9329,Additive
2175,27,92,143,11974.37,0.9151,11883.14,0.9158,Multiplicative
2176,27,93,143,5902.61,0.8932,6124.04,0.8892,Additive
2177,27,94,143,6456.51,0.9067,6567.34,0.9051,Additive
2178,27,95,143,12513.98,0.893,8870.48,0.9241,Multiplicative
2179,27,96,143,2453.59,0.8934,8060.63,0.6497,Additive
2180,27,97,143,1438.64,0.9282,1506.86,0.9248,Additive
2181,27,98,143,1370.12,0.8736,1355.43,0.8749,Multiplicative
2182,27,99,37,error,error,error,error,error
2183,27,39,1,error,error,error,error,error
2184,27,50,143,792.24,0.7041,601.51,0.7753,Multiplicative
2185,27,43,0,error,error,error,error,error
2186,27,65,0,error,error,error,error,error
2187,28,1,143,11164.1,0.3723,10584.34,0.4049,Multiplicative
2188,28,2,143,2828.73,0.9483,4019.7,0.9265,Additive
2189,28,3,143,1397.68,0.8976,1643.51,0.8795,Additive
2190,28,4,143,2585.04,0.904,2687.89,0.9002,Additive
2191,28,5,143,31126.0,-0.5626,4184.95,0.7899,Multiplicative
2192,28,6,143,error,error,error,error,error
2193,28,7,143,4978.24,0.7858,7083.39,0.6953,Additive
2194,28,8,143,4134.91,0.871,3080.41,0.9039,Multiplicative
2195,28,9,143,3010.0,0.8395,3057.26,0.837,Additive
2196,28,10,143,2474.84,0.8826,2456.37,0.8834,Multiplicative
2197,28,11,143,1987.74,0.8487,2325.65,0.823,Additive
2198,28,12,143,440.23,0.8688,481.9,0.8564,Additive
2199,28,13,143,2366.54,0.9349,2401.31,0.934,Additive
2200,28,14,143,1878.13,0.8665,1916.15,0.8638,Additive
2201,28,16,143,1714.66,0.7846,1281.22,0.8391,Multiplicative
2202,28,17,143,796.99,0.9052,929.04,0.8895,Additive
2203,28,18,114,error,error,error,error,error
2204,28,19,143,668.2,0.4481,369.79,0.6946,Multiplicative
2205,28,20,143,945.3,0.8136,1564.11,0.6916,Additive
2206,28,21,143,776.05,0.8203,430.68,0.9003,Multiplicative
2207,28,22,143,917.32,0.8877,752.46,0.9079,Multiplicative
2208,28,23,143,2196.1,0.9253,2519.56,0.9143,Additive
2209,28,24,143,1272.63,0.8382,1247.71,0.8413,Multiplicative
2210,28,25,143,1319.53,0.9111,1459.78,0.9016,Additive
2211,28,26,143,1786.44,0.7882,1281.77,0.8481,Multiplicative
2212,28,27,143,270.53,0.7994,994.67,0.2623,Additive
2213,28,28,143,122.81,0.7511,140.18,0.7159,Additive
2214,28,29,143,555.42,0.8772,549.02,0.8786,Multiplicative
2215,28,30,143,536.17,0.8448,454.69,0.8684,Multiplicative
2216,28,31,143,695.85,0.7304,1980.55,0.2326,Additive
2217,28,32,143,error,error,error,error,error
2218,28,33,143,1143.14,0.8584,1357.66,0.8318,Additive
2219,28,34,143,error,error,error,error,error
2220,28,35,143,727.62,0.7233,707.84,0.7308,Multiplicative
2221,28,36,143,701.76,0.5227,457.12,0.6891,Multiplicative
2222,28,37,143,370.52,0.7847,348.39,0.7976,Multiplicative
2223,28,38,143,7289.03,0.8559,6776.82,0.866,Multiplicative
2224,28,40,143,2013.06,0.9541,2070.77,0.9528,Additive
2225,28,41,143,1501.91,-0.2415,6047.15,-3.9986,Additive
2226,28,42,143,689.53,0.8941,649.82,0.9002,Multiplicative
2227,28,44,143,419.96,0.9022,646.07,0.8495,Additive
2228,28,45,64,error,error,error,error,error
2229,28,46,143,1086.76,0.945,1171.38,0.9407,Additive
2230,28,47,20,error,error,error,error,error
2231,28,48,0,error,error,error,error,error
2232,28,49,143,1238.67,0.903,1315.17,0.897,Additive
2233,28,51,9,error,error,error,error,error
2234,28,52,143,541.82,0.7576,447.63,0.7997,Multiplicative
2235,28,54,129,error,error,error,error,error
2236,28,55,143,2569.33,0.5991,968.21,0.8489,Multiplicative
2237,28,56,142,434.96,0.4,6988.36,-8.6399,Additive
2238,28,58,143,3691.95,0.461,18557.56,-1.7095,Additive
2239,28,59,143,309.65,-1.0815,133.88,0.1,Multiplicative
2240,28,60,143,115.67,0.7839,132.12,0.7532,Additive
2241,28,67,143,2147.34,0.645,2338.12,0.6135,Additive
2242,28,71,143,error,error,error,error,error
2243,28,72,143,7677.87,0.8184,5549.89,0.8688,Multiplicative
2244,28,74,143,1434.34,0.8694,1185.77,0.892,Multiplicative
2245,28,77,3,error,error,error,error,error
2246,28,78,8,error,error,error,error,error
2247,28,79,143,3793.74,0.9095,3742.94,0.9107,Multiplicative
2248,28,80,143,1823.92,0.8956,1741.25,0.9003,Multiplicative
2249,28,81,143,2533.52,0.8844,2543.65,0.8839,Additive
2250,28,82,143,2125.17,0.8794,3014.41,0.829,Additive
2251,28,83,143,1769.67,0.7403,1919.67,0.7182,Additive
2252,28,85,143,1767.63,-0.332,5236.14,-2.9457,Additive
2253,28,87,143,2001.9,0.8562,2034.78,0.8539,Additive
2254,28,90,143,error,error,error,error,error
